ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/tender/numberOfTenderers,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/tender/procurementMethod,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName
ocds-dgv273-seacev3-1221177,ocds-dgv273-seacev3-1221177-2026-09-18T10:23:18.244973-05:00,compiled,2026-09-18T10:23:18.244960-05:00,ocds-dgv273-seacev3-1221177,2026-09-18T10:23:18.244978-05:00,tender,PE-CONSUCODE-204670,PROYECTO ESPECIAL DE INVERSION PUBLICA ESCUELAS BICENTENARIO,Fondos Públicos,,,1221177,CP-ABR-2-2026-PEIP EB-1,CONTRATACIÓN DE SERVICIO DE RESPALDO EN LA NUBE PARA CORREO ELECTRÓNICO Y HERRAMIENTAS COLABORATIVAS PARA EL PROYECTO ESPECIAL DE INVERSIÓN PUBLICA ESCUELAS BICENTENARIO ¿ PEIP EB,PE-CONSUCODE-204670,PROYECTO ESPECIAL DE INVERSION PUBLICA ESCUELAS BICENTENARIO,2026-06-01T17:09:00-05:00,Concurso Público Abreviado,services,services,66722.78,PEN,Soles,66722.78,2026-06-01T00:00:00-05:00,2026-06-01T00:00:00-05:00,2026-06-02T00:01:00-05:00,2026-06-04T23:59:00-05:00,2,9,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,66722.78,PEN,Soles
ocds-dgv273-seacev3-1226055,ocds-dgv273-seacev3-1226055-2026-09-18T10:23:18.230265-05:00,compiled,2026-09-18T10:23:18.230252-05:00,ocds-dgv273-seacev3-1226055,2026-09-18T10:23:18.230271-05:00,tender,PE-CONSUCODE-1621,MUNICIPALIDAD PROVINCIAL DE PAITA,Fondos Públicos,CREACION DEL SERVICIO DE MOVILIDAD URBANA EN PISTAS Y VEREDAS EN EN AA.HH DOS DE AGOSTO SECTOR NORTE   DISTRITO DE PAITA DE LA PROVINCIA DE PAITA DEL DEPARTAMENTO DE PIURA,2652060,1226055,CP-ABR-7-2026-MPP-C-1,CREACION DEL SERVICIO DE MOVILIDAD URBANA EN PISTAS Y VEREDAS EN EN AA.HH DOS DE AGOSTO SECTOR NORTE DISTRITO DE PAITA DE LA PROVINCIA DE PAITA DEL DEPARTAMENTO DE PIURA,PE-CONSUCODE-1621,MUNICIPALIDAD PROVINCIAL DE PAITA,2026-06-16T22:19:00-05:00,Concurso Público Abreviado,services,services,319308.0,PEN,Soles,319308.0,2026-06-16T00:00:00-05:00,2026-06-16T00:00:00-05:00,2026-06-17T00:01:00-05:00,2026-06-19T23:59:00-05:00,2,14,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1223950,ocds-dgv273-seacev3-1223950-2026-09-18T10:23:18.214863-05:00,compiled,2026-09-18T10:23:18.214850-05:00,ocds-dgv273-seacev3-1223950,2026-09-18T10:23:18.214868-05:00,tender,PE-CONSUCODE-2380,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE TACNA S.A,Fondos Públicos,,,1223950,CP-ABR-7-2026-OC/EPSTACNA S.A-1,SERVICIO DE PREPARACION DE MEZCLA ASFALTICA para la ejecución del OBRA: ¿RECUPERACIÓN DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LA AV. MARIANO NECOCHEA EN EL TRAMO COMPRENDIDO ENTRE LA AV. MANUEL CUADROS HASTA LA CALLE JOSE ANTONIO ENCINAS DEL DISTRITO DE CIUDAD NUEVA - PROVINCIA DE TACNA - D,PE-CONSUCODE-2380,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE TACNA S.A,2026-06-10T13:17:00-05:00,Concurso Público Abreviado,services,services,77000.0,PEN,Soles,77000.0,2026-06-10T00:00:00-05:00,2026-06-10T00:00:00-05:00,2026-06-11T00:01:00-05:00,2026-06-15T23:59:00-05:00,4,9,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,172000.0,PEN,Soles
ocds-dgv273-seacev3-1227038,ocds-dgv273-seacev3-1227038-2026-09-18T10:23:18.186570-05:00,compiled,2026-09-18T10:23:18.186557-05:00,ocds-dgv273-seacev3-1227038,2026-09-18T10:23:18.186576-05:00,tender,PE-CONSUCODE-20005,GOBIERNO REGIONAL DE CALLAO SEDE CENTRAL,Fondos Públicos,MEJORAMIENTO DE LA CAPACIDAD OPERATIVA Y GESTION DEL SERVICIO DEL POOL DE MAQUINARIA PESADA DEL GOBIERNO REGIONAL DEL CALLAO DISTRITO DE CALLAO - PROVINCIA CONSTITUCIONAL DEL CALLAO - DEPARTAMENTO DE CALLAO,2514638,1227038,AS-SM-7-2025-GRC-CS-2,"ADQUISICIÓN DE UNIFORMES DE VERANO E INVIERNO PARA LOS TRABAJADORES DE LOS DECRETOS LEGISLATIVOS N° 728 Y N° 276 DEL GOBIERNO REGIONAL DEL CALLAO, CORRESPONDIENTE AL AÑO 2024",PE-CONSUCODE-20005,GOBIERNO REGIONAL DE CALLAO SEDE CENTRAL,2026-06-19T09:33:00-05:00,Adjudicación Simplificada,goods,goods,843781.0,PEN,Soles,843781.0,2026-06-19T00:00:00-05:00,2026-06-19T00:00:00-05:00,2026-06-20T00:01:00-05:00,2026-06-23T23:59:00-05:00,3,8,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-2026-10420-7,ocds-dgv273-seacev3-2026-10420-7-2026-09-18T10:23:18.156057-05:00,compiled,2026-09-18T10:23:18.156034-05:00,ocds-dgv273-seacev3-2026-10420-7,2026-09-18T10:23:18.156063-05:00,tender,PE-CONSUCODE-10420,GOBIERNO REGIONAL DE AREQUIPA - DIRECCIÓN REGIONAL DE EDUCACION,Fondos Públicos,,,1226703,LP-ABR-1-2026-GRA/GREA-1,ADQUISICION DE UNIFORMES PARA EL PERSONAL ADMINISTRATIVO DE LA SEDE GREA,PE-CONSUCODE-10420,GOBIERNO REGIONAL DE AREQUIPA - DIRECCIÓN REGIONAL DE EDUCACION,2026-06-18T14:07:00-05:00,Licitación Pública Abreviada,goods,goods,115947.34,PEN,Soles,115947.34,2026-06-18T00:00:00-05:00,2026-06-18T00:00:00-05:00,2026-06-19T00:01:00-05:00,2026-06-23T23:59:00-05:00,4,13,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,252985.34,PEN,Soles
ocds-dgv273-seacev3-1242847,ocds-dgv273-seacev3-1242847-2026-09-18T10:23:14.044491-05:00,compiled,2026-09-18T10:23:14.044478-05:00,ocds-dgv273-seacev3-1242847,2026-09-18T10:23:14.044497-05:00,tender,PE-CONSUCODE-1859,MUNICIPALIDAD PROVINCIAL DE TUMBES,Fondos Públicos,,,1242847,LP-ABR-7-2026-MPT-CS-1,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE URBANO Y MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO EN CALLE ELOY URETA DISTRITO DE TUMBES DE LA PROVINCIA DE TUMBES DEL DEPARTAMENTO DE TUMBES,PE-CONSUCODE-1859,MUNICIPALIDAD PROVINCIAL DE TUMBES,2026-06-11T10:26:00-05:00,Licitación Pública Abreviada,works,works,1040601.17,PEN,Soles,1040601.17,2026-06-11T00:00:00-05:00,2026-06-11T00:00:00-05:00,2026-06-12T00:01:00-05:00,2026-06-16T23:59:00-05:00,4,24,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,1040601.17,PEN,Soles
ocds-dgv273-seacev3-1251010,ocds-dgv273-seacev3-1251010-2026-09-18T10:23:14.005924-05:00,compiled,2026-09-18T10:23:14.005910-05:00,ocds-dgv273-seacev3-1251010,2026-09-18T10:23:14.005929-05:00,tender,PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LAS VIAS LOCALES DEL EJE ESTRUCTURANTE ANCASH Y JUNÍN EN EL CENTRO HISTÓRICO DE LIMA   DISTRITO DE LIMA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA,2629409,1251010,LP-SM-4-2026-MML-OGA-OL-1,ADQUISICIÓN DE GEODREN PLANAR PARA EL PIP ¿MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LAS VIAS LOCALES DEL EJE ESTRUCTURANTE ANCASH Y JUNÍN EN EL CENTRO HISTÓRICO DE LIMA DISTRITO DE LIMA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA¿ con CUI 2629409,PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,2026-06-03T17:23:00-05:00,Licitación Pública,goods,goods,0.0,PEN,Soles,0.0,2026-06-03T00:00:00-05:00,2026-06-03T00:00:00-05:00,2026-06-04T00:01:00-05:00,2026-06-12T23:59:00-05:00,8,,True,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1228646,ocds-dgv273-seacev3-1228646-2026-09-18T10:23:12.796605-05:00,compiled,2026-09-18T10:23:12.796591-05:00,ocds-dgv273-seacev3-1228646,2026-09-18T10:23:12.796610-05:00,tender,PE-CONSUCODE-47,GOBIERNO REGIONAL DE PASCO SEDE CENTRAL,Fondos Públicos,"CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS CALLES ICA, Nº 06, Nº 04, LOS PASAJES MENDOZA, S/N, CHAUPIMARCA, CERRO DE PASCO, JOSÉ MARTÍNEZ, S/N Nº 84, S/N Nº 83, S/N Nº 85, S/N Nº 69 DEL BARRIO DE MOQUEGUA ALTA;  DISTRITO DE CHAUPIMARCA - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO",2718181,1228646,CP-ABR-28-2026-CS-GRP-1,"ELAB. DEL EXP. TÉCNICO:""CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS CALLES ICA, Nº 06, Nº 04,LOS PASAJES MENDOZA, S/N, CHAUPIMARCA,CERRO DE PASCO, JOSÉ MARTÍNEZ, S/N Nº 84, S/N Nº 83, S/N Nº 85, S/N Nº 69 DEL BARRIO DE MOQUEGUA ALTA; DIST. DE CHAUPIMARCA-PROV. DE PASCO-DPTO DE PASCO""CUI 2718181",PE-CONSUCODE-47,GOBIERNO REGIONAL DE PASCO SEDE CENTRAL,2026-06-26T19:48:00-05:00,Concurso Público Abreviado,services,services,0.0,PEN,Soles,0.0,2026-06-26T00:00:00-05:00,2026-06-26T00:00:00-05:00,2026-06-27T00:01:00-05:00,2026-07-02T23:59:00-05:00,5,,True,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1229286,ocds-dgv273-seacev3-1229286-2026-09-18T10:23:12.603731-05:00,compiled,2026-09-18T10:23:12.603704-05:00,ocds-dgv273-seacev3-1229286,2026-09-18T10:23:12.603737-05:00,tender,PE-CONSUCODE-2433,PETROLEOS DEL PERU S.A.,Fondos Públicos,,,1229286,ABR-PROC-11-2026-OTL / PETROPERU-1,"SERVICIO DE TORQUE, TENSIONADO Y REFRENTADO DE UNIONES BRIDADAS EN PARADA DE PLANTA PROGRAMADA DE LA UNIDAD FLEXICOKING (FCK) DE REFINERIA TALARA",PE-CONSUCODE-2433,PETROLEOS DEL PERU S.A.,2026-06-30T07:29:00-05:00,Adjudicación Abreviada,services,services,0.0,PEN,Soles,0.0,,,,,,2,False,2026-06,añoPublicacionProceso;mesPublicacionProceso,open,,,
ocds-dgv273-seacev3-1229044,ocds-dgv273-seacev3-1229044-2026-09-18T10:23:12.289252-05:00,compiled,2026-09-18T10:23:12.289240-05:00,ocds-dgv273-seacev3-1229044,2026-09-18T10:23:12.289257-05:00,tender,PE-CONSUCODE-1053,MUNICIPALIDAD DISTRITAL DE MARCONA,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE HABITABILIDAD INSTITUCIONAL EN LA SUBGERENCIA DE CULTURA DEPORTE Y SISTEMA TIC   DISTRITO DE MARCONA DE LA PROVINCIA DE NASCA DEL DEPARTAMENTO DE ICA,2727566,1229044,LP-SM-18-2026-COMITE-MDM-1,ELABORACION DE EXPEDIENTE TECNICO Y EJECUCION DE OBRA ¿MEJORAMIENTO DEL SERVICIO DE HABITABILIDAD INSTITUCIONAL EN LA SUBGERENCIA DE CULTURA DEPORTE Y SISTEMA TIC DISTRITO DE MARCONA DE LA PROVINCIA DE NASCA DEL DEPARTAMENTO DE ICA¿ CUI N° 2727566,PE-CONSUCODE-1053,MUNICIPALIDAD DISTRITAL DE MARCONA,2026-06-25T23:40:00-05:00,Licitación Pública,works,works,108862118.93,PEN,Soles,108862118.93,2026-06-25T00:00:00-05:00,2026-06-25T00:00:00-05:00,2026-06-26T00:01:00-05:00,2026-07-07T23:59:00-05:00,11,14,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,108862118.92999999,PEN,Soles
ocds-dgv273-seacev3-1241707,ocds-dgv273-seacev3-1241707-2026-09-18T10:23:11.181998-05:00,compiled,2026-09-18T10:23:11.181985-05:00,ocds-dgv273-seacev3-1241707,2026-09-18T10:23:11.182003-05:00,tender,PE-CONSUCODE-201225,UNIDAD EJECUTORA 032: DIRECCION GENERAL DE INFRAESTRUCTURA,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DE LA OFICINA DE CRIMINALISTICA DE LA XI DIRECCION TERRITORIAL DE POLICIA - AREQUIPA,2160780,1241707,CP-ABR-2-2026-IN/OGIN-1,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA LA OBRA PARALIZADA: ¿MEJORAMIENTO Y AMPLIACIÓN DE LA OFICINA DE CRIMINALÍSTICA DE LA XI DIRECCIÓN TERRITORIAL DE LA POLICÍA ¿ AREQUIPA¿ CON CÓDIGO ÚNICO DE INVERSIÓN 2160780,PE-CONSUCODE-201225,UNIDAD EJECUTORA 032: DIRECCION GENERAL DE INFRAESTRUCTURA,2026-06-25T19:01:00-05:00,Concurso Público Abreviado,services,services,83400.0,PEN,Soles,83400.0,2026-06-25T00:00:00-05:00,2026-06-25T00:00:00-05:00,2026-06-26T00:01:00-05:00,2026-07-01T23:59:00-05:00,5,14,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,138912.6,PEN,Soles
ocds-dgv273-seacev3-1245267,ocds-dgv273-seacev3-1245267-2026-09-18T10:23:07.854620-05:00,compiled,2026-09-18T10:23:07.854607-05:00,ocds-dgv273-seacev3-1245267,2026-09-18T10:23:07.854625-05:00,tender,PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,Fondos Públicos,MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA DEL IESTP HUANCANÉ DEL  DISTRITO DE HUANCANE - PROVINCIA DE HUANCANE - DEPARTAMENTO DE PUNO,2357330,1245267,LP-ABR-154-2026-GR PUNO/OC-1,ADQUISICION DE CABLES ELECTRICOS DE BAJA TENSION SEGÚN ESPECIFICACIONES TÉCNICAS PARA LA META MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION SUPERIOR TECNOLOGICA DEL IESTP HUANCANE DEL DISTRITO DE HUANCANE - PROVINCIA DE HUANCANE - DEPARTAMENTO DE PUNO,PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,2026-06-23T11:40:00-05:00,Licitación Pública Abreviada,goods,goods,535179.75,PEN,Soles,535179.75,2026-06-23T00:00:00-05:00,2026-06-23T00:00:00-05:00,2026-06-24T00:01:00-05:00,2026-06-26T23:59:00-05:00,2,30,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1246536,ocds-dgv273-seacev3-1246536-2026-09-18T10:23:07.815939-05:00,compiled,2026-09-18T10:23:07.815926-05:00,ocds-dgv273-seacev3-1246536,2026-09-18T10:23:07.815944-05:00,tender,PE-CONSUCODE-470,MUNICIPALIDAD DISTRITAL DE LARI,Fondos Públicos,,,1246536,LP-ABR-1-2026-MDL-1,"ADQUISICION DE TRACTOR AGRICOLA Y EQUIPAMIENTO PARA LA EJECUCION DEL PROYECTO DENOMINADO: ADQUISICION DE UNIDAD MOVIL Y EQUIPOS COMPLEMENTARIOS PARA LA OFICINA DE DESARROLLO AGROPECUARIO Y DESARROLLO ECONOMICO DE LA MUNICIPALIDAD DISTRITAL DE LARI, PROVINCIA DE CAYLLOMA, DEPARTAMENTO DE AREQUIPA",PE-CONSUCODE-470,MUNICIPALIDAD DISTRITAL DE LARI,2026-06-24T19:35:00-05:00,Licitación Pública Abreviada,goods,goods,373016.98,PEN,Soles,373016.98,2026-06-24T00:00:00-05:00,2026-06-24T00:00:00-05:00,2026-06-25T00:01:00-05:00,2026-06-30T23:59:00-05:00,5,14,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-2026-1314-5,ocds-dgv273-seacev3-2026-1314-5-2026-09-18T10:23:07.710224-05:00,compiled,2026-09-18T10:23:07.710210-05:00,ocds-dgv273-seacev3-2026-1314-5,2026-09-18T10:23:07.710229-05:00,tender,PE-CONSUCODE-1314,MUNICIPALIDAD DISTRITAL DE CHORRILLOS,Fondos Públicos,,,1228428,SIE-SIE-2-2026-OC/MDCH-1,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA (PCA) ¿ COMEDORES POPULARES Y OLLAS COMUNES PERIODO 2026 DE LA MUNICIPALIDAD DISTRITAL DE CHORRILLOS,PE-CONSUCODE-1314,MUNICIPALIDAD DISTRITAL DE CHORRILLOS,2026-06-25T08:52:00-05:00,Subasta Inversa Electrónica,goods,goods,1722222.72,PEN,Soles,1722222.72,2026-06-25T00:00:00-05:00,2026-06-25T00:00:00-05:00,,,,19,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1229628,ocds-dgv273-seacev3-1229628-2026-09-18T10:23:07.678866-05:00,compiled,2026-09-18T10:23:07.678853-05:00,ocds-dgv273-seacev3-1229628,2026-09-18T10:23:07.678871-05:00,tender,PE-CONSUCODE-2395,EMPRESA DE GENERACION ELECTRICA DEL SUR S.A.,Fondos Públicos,,,1229628,CP-ABR-1-2026-EGESUR-3,Elaboración de la Modificación del Estudio de lmpacto Ambiental SemidetaIIado (EIA-SD) de Ia Central Hidroeléctrica Moquegua 3,PE-CONSUCODE-2395,EMPRESA DE GENERACION ELECTRICA DEL SUR S.A.,2026-06-30T15:07:00-05:00,Concurso Público Abreviado,services,services,286000.0,PEN,Soles,286000.0,2026-06-30T00:00:00-05:00,2026-06-30T00:00:00-05:00,2026-07-01T00:01:00-05:00,2026-07-03T23:59:00-05:00,2,7,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1226804,ocds-dgv273-seacev3-1226804-2026-09-18T10:23:07.658647-05:00,compiled,2026-09-18T10:23:07.658634-05:00,ocds-dgv273-seacev3-1226804,2026-09-18T10:23:07.658652-05:00,tender,PE-CONSUCODE-200038,DIRECCIÓN DE SANIDAD DE LA PNP,Fondos Públicos,,,1226804,LP-SM-10-2026-DIRSAPOL-UE 020-1,ADQUISICION DE PRODUCTOS AFINES PARA EL SERVICIO DE CENTRAL DE ESTERILIZACIÓN DE LAS IPRESS PNP AF-2026 - PRIORIDAD I,PE-CONSUCODE-200038,DIRECCIÓN DE SANIDAD DE LA PNP,2026-06-18T16:47:00-05:00,Licitación Pública,goods,goods,1788862.0,PEN,Soles,1788862.0,2026-06-18T00:00:00-05:00,2026-06-18T00:00:00-05:00,2026-06-19T00:01:00-05:00,2026-06-30T23:59:00-05:00,11,12,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,4469182.0,PEN,Soles
ocds-dgv273-seacev3-1226139,ocds-dgv273-seacev3-1226139-2026-09-18T10:23:07.643975-05:00,compiled,2026-09-18T10:23:07.643962-05:00,ocds-dgv273-seacev3-1226139,2026-09-18T10:23:07.643980-05:00,tender,PE-CONSUCODE-200363,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,Fondos Públicos,,,1226139,SIE-SIE-19-2026-CENARES/MINSA-1,ADQUISICION DE DISPOSITIVOS MEDICOS ¿ COMPRA CENTRALIZADA PARA EL ABASTECIMIENTO POR UN PERIODO DE DOCE (12) MESES ¿ NUEVE (09) ÍTEMS,PE-CONSUCODE-200363,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,2026-06-22T12:35:00-05:00,Subasta Inversa Electrónica,goods,goods,0.0,PEN,Soles,0.0,2026-06-22T00:00:00-05:00,2026-06-22T00:00:00-05:00,,,,,True,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-2026-10247-136,ocds-dgv273-seacev3-2026-10247-136-2026-09-18T10:23:07.604539-05:00,compiled,2026-09-18T10:23:07.604527-05:00,ocds-dgv273-seacev3-2026-10247-136,2026-09-18T10:23:07.604545-05:00,tender,PE-CONSUCODE-201143,AGENCIA DE COMPRAS DE LAS FUERZAS ARMADAS,Fondos Públicos,,,1227130,RES-PROC-13-2026-DPC/ACFFAA-1,ADQUISICIÓN DE EQUIPOS DE PARACAIDAS AF-2026,PE-CONSUCODE-201143,AGENCIA DE COMPRAS DE LAS FUERZAS ARMADAS,2026-06-19T16:26:00-05:00,Regímen Especial,goods,goods,1042350.0,USD,Dólar Norteamericano,0.0,2026-06-19T00:00:00-05:00,2026-06-19T00:00:00-05:00,2026-06-24T00:01:00-05:00,2026-06-30T23:59:00-05:00,6,12,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,3613000.0,PEN,Soles
ocds-dgv273-seacev3-2026-1967-16,ocds-dgv273-seacev3-2026-1967-16-2026-09-18T10:23:07.597810-05:00,compiled,2026-09-18T10:23:07.597797-05:00,ocds-dgv273-seacev3-2026-1967-16,2026-09-18T10:23:07.597815-05:00,tender,PE-CONSUCODE-1967,INSTITUTO NACIONAL DE DEFENSA CIVIL,Fondos Públicos,,,1229335,CP SER-SM-4-2026-INDECI-1,"CONTRATACIÓN DEL SERVICIO DE VIGILANCIA PRIVADA SEDE CENTRAL, SEDE2, DIRECCIÓN DE RESPUESTA, DDI LIMA CALLAO, DIRECCIÓNDEREHABILITACIÓN, COEN, ARCHIVOGENERALCIENEGUILLA, ALMACÉNGENERALNACIONALARGENTINA Y ALMACÉN GENERALNACIONALFAUCETT CALLAO Y ALMACÉN GENERAL NACIONAL DE LURIN",PE-CONSUCODE-1967,INSTITUTO NACIONAL DE DEFENSA CIVIL,2026-06-26T17:38:00-05:00,Concurso Público de Servicios,services,services,0.0,PEN,Soles,0.0,2026-06-26T00:00:00-05:00,2026-06-26T00:00:00-05:00,2026-06-27T00:01:00-05:00,2026-07-13T23:59:00-05:00,16,,True,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1228324,ocds-dgv273-seacev3-1228324-2026-09-18T10:23:07.590860-05:00,compiled,2026-09-18T10:23:07.590847-05:00,ocds-dgv273-seacev3-1228324,2026-09-18T10:23:07.590865-05:00,tender,PE-CONSUCODE-1089,MUNICIPALIDAD DISTRITAL DE SAN AGUSTIN DE CAJAS,Fondos Públicos,,,1228324,LP-ABR-7-2026-MDSAC-1,"ADQUISICION DE DIESEL B5 S50, GASOHOL REGULAR Y GASOHOL PREMIUM PARA LA GESTION ADMINISTRATIVA DE LA MUNICIPALIDAD DISTRITAL DE SAN AGUSTIN DE CAJAS, PARA EL PERIODO 2026.",PE-CONSUCODE-1089,MUNICIPALIDAD DISTRITAL DE SAN AGUSTIN DE CAJAS,2026-06-25T17:02:00-05:00,Licitación Pública Abreviada,goods,goods,154668.0,PEN,Soles,154668.0,2026-06-25T00:00:00-05:00,2026-06-25T00:00:00-05:00,2026-06-26T00:01:00-05:00,2026-07-02T23:59:00-05:00,6,,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1217318,ocds-dgv273-seacev3-1217318-2026-09-18T10:23:07.575976-05:00,compiled,2026-09-18T10:23:07.575963-05:00,ocds-dgv273-seacev3-1217318,2026-09-18T10:23:07.575981-05:00,tender,PE-CONSUCODE-10247,EJERCITO PERUANO,Fondos Públicos,,,1217318,LP-ABR-3-2026-EP/UO 0840-1,"ADQUISICIÓN DE SUMINISTRO DE VÍVERES PARA EL PERSONAL PROFESIONAL DE LA III DIVISIÓN DE EJÉRCITO, PARA LOS MESES COMPRENDIDOS DE DICIEMBRE DE 2026 AL MES DE SETIEMBRE DE 2027",PE-CONSUCODE-10247,EJERCITO PERUANO,2026-06-08T23:53:00-05:00,Licitación Pública Abreviada,goods,goods,219233.19,PEN,Soles,219233.19,2026-06-08T00:00:00-05:00,2026-06-08T00:00:00-05:00,2026-06-09T00:01:00-05:00,2026-06-11T23:59:00-05:00,2,15,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1225563,ocds-dgv273-seacev3-1225563-2026-09-18T10:23:07.481618-05:00,compiled,2026-09-18T10:23:07.481606-05:00,ocds-dgv273-seacev3-1225563,2026-09-18T10:23:07.481623-05:00,tender,PE-CONSUCODE-1317,MUNICIPALIDAD DISTRITAL DE EL AGUSTINO,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN VIAS LOCALES DE LA COOP. SAN JOSE  DE CENTRO POBLADO EL AGUSTINO DISTRITO DE EL AGUSTINO DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA,2718078,1225563,CP-ABR-2-2026-MDEA/CS-1,SUPERVISION DE LA EJECUCION DE OBRA: ¿MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN VIAS LOCALES DE LA COOP. SAN JOSE DE CENTRO POBLADO EL AGUSTINO DISTRITO DE EL AGUSTINO DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA¿ CON CUI 2718078,PE-CONSUCODE-1317,MUNICIPALIDAD DISTRITAL DE EL AGUSTINO,2026-06-16T10:30:00-05:00,Concurso Público Abreviado,services,services,191155.17,PEN,Soles,191155.17,2026-06-16T00:00:00-05:00,2026-06-16T00:00:00-05:00,2026-06-17T00:01:00-05:00,2026-06-19T23:59:00-05:00,2,17,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
